,Run,Event,pt1,eta1,phi1,Q1,pt2,eta2,phi2,Q2,class
8073,173692,543594272,37.2175,-0.9653,1.7325,-1,14.0883,1.6615,-1.2033,1,Zmumu
8074,166895,130470044,17.6637,1.1162,1.0519,1,78.191,0.0707,-1.7218,1,Zmumu
8075,173692,542459588,44.3019,1.2262,3.0617,1,49.9187,1.026,-0.1425,-1,Zmumu
8076,160957,23743891,33.5598,1.6684,1.8659,1,50.3887,0.3812,-0.2768,-1,Zmumu
8077,163817,690770423,37.328,-0.7102,-2.1633,1,30.7853,0.0439,1.0551,1,Zee
8078,166033,457726807,47.3265,0.1904,2.9769,1,43.0484,0.9452,-0.2943,-1,Zmumu
8079,167102,285973700,26.4394,1.6512,1.4134,1,33.4388,-0.3214,-2.505,-1,Zee
8080,170759,391957958,39.247,2.0346,1.1271,-1,41.0951,1.9692,-2.0858,1,Zee
8081,171876,573697468,25.7445,-0.1856,2.3266,-1,25.3216,2.1501,-0.7185,1,Zee
8082,167102,309372303,20.2823,-1.2241,2.599,-1,66.1618,-0.0724,-0.5706,1,Zmumu
8083,167830,302375487,32.0451,-0.9525,-0.9972,-1,66.1248,-1.1706,2.0703,1,Zee
8084,173692,541052123,46.665,-1.9094,-0.0294,-1,54.8615,-1.3875,-2.9732,1,Zmumu
8085,173381,176605102,45.3253,1.111,-1.282,-1,48.4533,0.8118,2.2883,1,Zmumu
8086,165617,127946495,46.0918,0.4431,-2.4988,-1,43.3933,0.2097,0.8448,1,Zmumu
8087,171484,270753350,39.5881,-2.2301,1.615,1,38.1326,-1.9641,-1.4506,-1,Zee
8088,166033,488750665,15.2021,-1.3462,2.5728,1,15.6483,1.3767,-0.7418,-1,Zmumu
8089,167807,1141488934,22.016,0.5857,-1.8348,1,66.4222,-0.8313,2.0156,-1,Zmumu
8090,163385,44117387,40.4471,0.0926,-1.2833,1,41.0453,0.4386,1.9307,-1,Zee
8091,167830,296579214,54.2853,-0.7778,-2.4992,-1,40.0846,-0.8188,0.2741,1,Zee
8092,167807,1128107171,47.3729,-1.6189,-0.3056,-1,50.321,-1.4592,2.7911,1,Zmumu
8093,172952,306625391,35.9368,0.2029,-1.9908,1,36.5198,1.6446,1.271,-1,Zee
8094,173381,187280036,48.5996,-1.0472,2.1987,-1,43.0607,-1.0777,-0.8971,1,Zmumu
8095,163589,14951371,36.5544,-0.9425,0.2756,-1,45.6361,0.0819,-2.5968,1,Zmumu
8096,160957,62977793,43.3088,-0.0163,-1.5696,-1,45.3548,0.7116,1.5937,1,Zmumu
8097,167807,1114486717,44.0289,1.5082,-0.8466,1,43.155,0.8942,2.5039,-1,Zmumu
8098,173692,577657646,41.605,1.6354,-1.1783,1,44.0026,0.9009,2.2906,-1,Zmumu
8099,170759,413430878,42.0311,0.1366,2.9345,-1,39.246,0.7967,-0.1118,1,Zee
8100,165570,289977259,26.4421,-1.761,-2.1568,1,46.7967,-1.2267,0.9149,1,Zee
8101,165548,759674963,21.9399,-2.3907,-1.4119,1,16.0951,0.5631,1.589,-1,Zmumu
8102,165548,637804802,80.5784,-1.7212,1.2131,1,38.8185,-1.1194,-0.6305,-1,Zmumu
8103,163237,11794453,44.7642,1.8221,-2.9265,-1,41.0623,2.3452,0.08,1,Zee
8104,167102,289915125,27.6598,-1.253,1.8503,-1,25.8592,0.7052,-1.2333,1,Zmumu
8105,163332,408240060,52.418,-1.8966,0.7354,-1,25.7861,-1.7066,-2.2125,-1,Zee
8106,166784,78914781,27.0598,0.7001,-3.0137,1,33.5759,-0.6498,0.2393,-1,Zmumu
8107,167102,358613224,46.3341,1.6995,0.4375,-1,49.6806,1.0324,2.8036,1,Zmumu
8108,166895,128489047,12.3651,-1.2671,1.2641,-1,76.9725,-0.1537,-2.7534,-1,Zmumu
8109,166701,690922590,47.469,-1.4886,2.2983,-1,46.0658,-1.1035,-1.0145,1,Zmumu
8110,167102,317166434,14.5387,-2.3036,-2.0009,-1,8.1019,1.995,1.213,1,Zmumu
8111,163589,10726245,23.3431,-1.082,-1.4747,-1,20.7163,1.0632,1.529,1,Zmumu
8112,172630,133436146,72.9835,1.6167,0.3776,1,43.9629,1.5841,-1.9323,1,Zee
8113,167913,71334435,41.6148,1.1312,-2.5726,1,47.2197,1.7331,0.2896,-1,Zee
8114,163738,144623064,45.493,-0.5264,-1.076,1,38.4609,-0.5744,2.0964,1,Zee
8115,170759,330931008,41.5854,-1.9552,-0.1885,-1,42.5785,-1.3852,2.9604,1,Zee
8116,167102,387097367,40.0905,-1.2749,1.4335,1,33.0015,0.232,-1.1023,-1,Zmumu
8117,171876,422172842,62.504,1.8055,-0.4566,1,31.9289,1.8042,-2.8781,-1,Zee
8118,173198,79883796,46.6527,0.6388,0.4728,1,44.8949,0.7561,-3.0862,-1,Zee
8119,167098,33684587,80.8901,-1.1597,-1.3927,1,33.8878,-1.2409,0.677,-1,Zee
8120,173692,359538884,46.7452,1.6423,-2.8432,1,48.681,1.5304,0.1381,-1,Zmumu
8121,166033,1121834673,42.6511,-2.0974,1.5482,-1,45.5839,-1.4185,-1.6684,1,Zmumu
8122,160957,123109090,20.7567,-1.2871,-0.0569,-1,86.2258,-0.287,-2.6254,1,Zmumu
8123,165567,618535222,48.0143,0.0607,-3.0139,-1,25.756,-0.2043,-0.0806,1,Zee
8124,173692,611789771,35.5221,-1.6074,1.507,1,22.4715,0.4701,-1.6255,-1,Zmumu
8125,166438,36543815,45.9494,0.0606,-2.1974,-1,45.3948,0.7164,0.9193,1,Zmumu
8126,165548,658014209,34.4334,1.2541,-3.1344,1,35.2081,-0.585,0.0163,-1,Zmumu
8127,173692,579903836,42.5774,1.6699,1.9429,-1,58.9608,1.7967,-0.7191,1,Zmumu
8128,167913,183444553,43.795,0.8739,-0.1463,-1,34.3374,2.1537,2.8384,1,Zee
8129,166895,68970503,54.9746,-0.1724,-2.9756,1,33.7658,-0.0254,0.1015,-1,Zmumu
8130,167830,100539360,25.6304,-2.4834,0.8181,-1,33.8043,-0.3509,-1.7917,1,Zee
8131,165548,773582081,16.2032,-1.4082,-0.9893,1,13.5002,1.3262,2.3637,1,Zmumu
8132,166049,186529294,27.0316,2.08,-0.2494,1,61.5582,2.4744,-2.6537,-1,Zee
8133,173692,339666185,32.9562,1.5123,0.8885,-1,30.9052,0.8264,-2.5647,1,Zmumu
8134,173198,82510001,38.3275,-0.3918,-1.8596,1,52.3569,0.2052,1.2462,-1,Zee
8135,173381,242345041,37.4348,1.1687,-1.7656,1,36.59,0.2591,1.048,-1,Zmumu
8136,173406,200826350,79.1981,-1.1319,1.0862,-1,31.6094,-2.2386,-0.5973,1,Zee
8137,173406,198909939,39.2783,-2.0129,-0.3576,-1,49.5541,-2.4287,3.0353,1,Zee
8138,172952,316505702,44.6762,1.6677,-2.6947,1,31.1456,1.8801,-0.5069,-1,Zee
8139,166895,127211212,49.8697,1.0335,2.88,1,50.4374,-0.2091,-2.0743,-1,Zmumu
8140,166922,75833204,33.1346,0.713,0.6503,1,38.9374,2.3108,-2.3769,1,Zee
8141,167098,262189518,37.3959,-2.2788,-0.4662,1,47.6683,-2.3418,2.6881,-1,Zee
8142,171484,280316285,47.3968,-1.878,-0.5978,-1,45.2544,-1.62,2.5029,1,Zee
8143,165570,222137231,38.1381,-2.0001,-1.2209,1,48.4926,-1.4274,2.0149,-1,Zee
8144,173406,206980537,34.2437,1.2861,2.1303,1,34.7951,-0.8805,-1.0141,-1,Zee
8145,167102,284015552,33.5107,-2.1908,0.8127,-1,95.3819,-2.4359,-2.2763,-1,Zee
8146,165548,635273264,36.0315,1.1241,-2.8993,-1,39.7858,-0.156,0.2308,1,Zmumu
8147,172952,1032172974,45.5713,0.9086,-1.9529,1,47.9887,0.8708,1.0959,-1,Zmumu
8148,163817,610835038,44.4087,1.804,1.3226,-1,32.1792,0.4528,-1.7979,1,Zee
8149,173692,563878609,76.8031,-0.971,-2.8334,-1,27.0732,-0.9781,0.7017,1,Zmumu
8150,173692,320706965,12.599,-1.9302,-0.2811,-1,11.7516,1.3365,1.3517,-1,Zmumu
8151,172630,198014804,39.4288,-0.1546,1.9173,-1,55.7925,-0.5943,-2.2254,1,Zee
8152,167098,386638324,41.6004,0.9578,-1.3009,1,45.5655,1.5894,1.8181,-1,Zee
8153,166895,422424797,32.6901,1.156,-0.6748,1,37.5318,-0.4406,2.3981,-1,Zmumu
8154,166895,142924352,48.2278,1.7856,2.7039,-1,50.9025,0.5302,-0.4838,1,Zmumu
8155,167098,258915322,34.4001,0.8635,-0.8125,1,39.7266,1.8291,2.2159,1,Zee
8156,173381,239220354,44.4629,-1.2621,1.8812,1,42.073,-0.7038,-1.0295,-1,Zmumu
8157,167098,198260721,44.6736,-1.8446,-2.0759,1,44.6632,-1.8878,1.0309,-1,Zee
8158,163233,650766,44.4447,-1.4908,-2.3491,-1,41.2841,-0.9922,0.9405,1,Zmumu
8159,171876,571793452,39.2568,-0.4424,-1.2566,-1,38.3811,1.5548,2.1898,1,Zee
8160,173381,252633859,63.0138,1.0194,0.3406,-1,46.3811,0.8333,2.3412,1,Zmumu
8161,170759,410684328,80.1851,-0.7929,-2.6448,-1,43.2954,-1.2996,0.0749,-1,Zee
8162,173198,1051993353,62.1491,0.1025,0.9262,1,31.449,-0.6274,-2.0838,1,Zee
8163,163817,688115115,26.6699,1.222,0.2769,1,55.0952,0.0465,-3.1355,-1,Zee
8164,172952,557768614,43.4542,-2.1693,-1.8434,-1,41.9768,-1.564,1.3123,1,Zmumu
8165,171484,279662749,34.5215,-0.6749,1.3188,1,52.1522,-0.5001,-1.7784,-1,Zee
8166,171876,424024408,43.9064,-0.4088,1.2073,1,39.339,-1.2378,-1.8659,-1,Zee
8167,163817,611718037,45.1683,-1.7875,-2.9783,-1,41.8433,-1.4224,0.1675,1,Zee
8168,163332,333719470,34.4298,0.1152,-1.7476,-1,52.8817,-0.821,1.3188,1,Zee
8169,172952,309283869,32.7952,-0.1621,0.6731,-1,26.5895,1.1356,-2.3258,-1,Zee
8170,167830,350873439,48.0191,-1.582,-2.489,1,41.1576,-1.3302,0.6342,-1,Zee
8171,171876,421955728,40.3587,-1.3916,-1.9464,1,41.5103,-2.3727,1.2409,-1,Zee
8172,165617,113050907,29.5317,2.0753,1.0079,-1,24.5676,-0.0848,-2.4145,1,Zmumu
8173,166784,16009223,30.0741,1.8294,-1.2645,-1,23.3428,-0.6025,-0.7851,1,Zmumu
8174,172163,183825672,41.5328,-1.1772,2.5474,1,37.8153,-2.1776,-0.5194,-1,Zee
8175,166895,158628884,44.5717,-1.5803,-2.9283,1,44.0911,-1.0332,0.0573,-1,Zmumu
8176,163589,23330137,107.675,0.9452,1.4783,-1,28.1377,-0.4531,0.8982,1,Zmumu
8177,167830,319680470,34.035,0.5578,-0.4208,1,39.8517,-0.8074,2.6732,-1,Zee
8178,173692,590391654,38.7674,0.4321,-1.9465,-1,38.5538,-0.4327,1.3479,1,Zmumu
8179,165570,23490987,28.2443,0.5508,-1.6381,-1,46.7407,1.704,1.1645,-1,Zee
8180,166438,304093413,28.99,-2.3825,-2.1618,1,29.7819,-1.7714,0.8026,1,Zee
8181,166784,59267512,48.4233,-1.0904,1.3637,-1,44.6393,-0.9693,-1.8335,1,Zmumu
8182,160957,72860021,21.9252,-1.5957,2.8548,1,14.0104,1.9598,-0.2497,-1,Zmumu
8183,167102,186225666,26.4929,1.1012,-2.2567,-1,40.5858,-0.6271,0.8686,1,Zee
8184,160957,30279892,33.5289,-1.3394,-2.9901,-1,18.0657,1.0336,1.0016,1,Zmumu
8185,173381,189235965,45.7738,1.186,-0.6304,-1,35.8928,0.2895,2.3509,1,Zmumu
8186,163332,405851753,27.9731,0.2701,2.4977,1,36.1406,0.5737,-0.9969,1,Zee
8187,173692,357912102,36.6792,1.1196,-0.1631,-1,47.9478,0.2012,3.0443,1,Zmumu
8188,170759,418733067,44.5873,-0.287,2.4866,-1,42.9342,0.4539,-0.5964,1,Zee
8189,166782,377473007,32.0808,-2.2644,-1.3096,1,27.617,-1.2124,1.2916,1,Zee
8190,167102,283109194,40.2916,0.6715,-1.3956,1,31.664,-0.7738,1.2803,-1,Zee
8191,163385,41908372,39.9772,1.3191,-2.6648,1,65.8125,0.8834,0.5979,1,Zee
8192,167740,105445269,33.0714,-0.1807,-0.7416,-1,44.3394,1.8245,2.3859,-1,Zee
8193,172411,455446490,31.6449,-1.5975,3.0535,-1,24.7049,0.7471,-0.2683,-1,Zmumu
8194,163796,120367885,52.0335,0.9292,-2.782,1,29.0114,-0.2037,0.6812,-1,Zmumu
8195,170759,405080730,40.5802,1.927,-2.9123,-1,48.4638,2.0787,0.22,1,Zee
8196,165570,226827540,26.9153,0.3132,0.4307,-1,42.5551,-1.2975,-2.9626,-1,Zee
8197,166438,680095817,25.933,-2.4088,0.9513,1,55.742,-1.9875,-2.2705,1,Zee
8198,167830,331924037,36.4643,-1.8949,0.3914,-1,27.5926,-2.024,-3.1376,1,Zee
8199,166033,488626798,75.2999,-0.5816,1.2928,1,47.8455,0.1948,0.5654,-1,Zmumu
8200,173692,331061483,51.5311,-1.9069,2.6813,1,83.2971,-1.141,1.4151,-1,Zmumu
8201,171484,263829327,42.2363,0.8644,2.3683,-1,42.9405,0.0785,-0.5214,1,Zee
8202,173692,590596628,60.9811,-1.4398,3.0398,1,33.852,-1.0865,0.2517,-1,Zmumu
8203,172014,200775637,48.2542,-0.3862,-0.5608,1,45.5422,0.8785,-2.0482,1,Zee
8204,165548,587506147,24.0443,0.7413,-1.0001,-1,34.0269,-0.3876,1.6426,1,Zmumu
8205,167830,304636627,42.1324,1.1951,1.5354,1,38.4844,-0.1762,-0.9749,-1,Zee
8206,167830,99475827,41.8368,-1.8847,-2.0463,-1,49.7158,-2.4074,1.1537,1,Zee
8207,167740,106504465,30.0036,-0.0014,-2.8641,-1,32.1799,-1.7765,0.2143,1,Zee
8208,172802,285975233,79.0564,2.1713,-2.278,-1,29.0685,2.1606,0.0594,1,Zee
8209,166888,257848558,26.8131,-0.1985,2.2487,-1,34.0568,-1.337,-0.6355,1,Zee
8210,172163,497765945,34.1666,0.417,-1.924,1,29.6854,2.0803,1.1029,-1,Zee
8211,172952,1139984204,42.244,0.0587,-3.0187,1,45.5672,-0.1743,0.0241,-1,Zmumu
8212,170759,411493049,44.2236,0.884,1.6235,-1,29.2499,-0.6473,-2.2796,-1,Zee
8213,173381,258626177,41.5518,-1.8364,-1.7303,1,38.6359,-0.8254,1.2521,-1,Zmumu
8214,167098,351372235,35.8574,-1.1959,0.3854,-1,40.0168,0.0888,-2.8919,1,Zee
8215,166895,157726206,30.2423,-1.0057,2.1439,-1,32.5503,0.7518,-1.1182,1,Zmumu
8216,167807,1129474779,52.507,0.204,-2.0389,-1,33.1579,-0.8936,1.8789,1,Zmumu
8217,163796,107173755,47.3017,1.327,2.9703,-1,42.9945,1.0937,-0.1384,1,Zmumu
8218,172952,316669365,31.3367,-2.2386,2.3632,1,37.365,-0.1203,-1.177,-1,Zee
8219,167102,381641406,46.688,-0.7101,-0.8534,-1,45.1649,-0.6224,2.2799,1,Zmumu
8220,163817,691748796,52.4616,0.7235,2.127,1,34.1073,1.6042,-1.088,-1,Zee
8221,163817,671721459,35.1453,-1.71,-0.7343,-1,41.6127,-0.214,2.7511,-1,Zee
8222,160957,151579086,46.6036,0.6199,-0.7403,1,46.113,0.5167,2.4612,-1,Zmumu
8223,173692,347181220,32.2193,-2.1207,-2.622,1,18.8847,0.3588,1.0184,-1,Zmumu
8224,160957,166328520,32.7498,1.3653,2.2048,1,32.0391,-0.5736,-0.8706,-1,Zmumu
8225,167913,18028461,36.0392,0.6407,-2.6825,-1,37.7547,-0.758,0.5181,1,Zee
8226,167098,321731490,39.112,-1.0258,0.7542,-1,45.3272,-1.7097,-2.3949,-1,Zee
8227,172014,202329732,42.1785,1.1762,-1.6168,1,43.4446,1.9167,1.458,-1,Zee
8228,166922,553312012,45.3339,-2.3986,-2.456,-1,47.5224,-1.2151,0.7577,-1,Zee
8229,167102,187065593,62.9923,-1.4366,-2.6187,1,43.8276,-2.3168,0.4762,1,Zee
8230,166049,886139997,61.6238,0.6497,1.5112,-1,48.9107,0.2101,-1.3835,1,Zee
8231,172952,166652711,45.8649,0.3141,-2.1157,1,40.5096,0.8531,0.6621,-1,Zee
8232,166895,434522620,45.3216,-1.4595,-2.487,1,42.2878,-1.2995,0.6161,-1,Zmumu
8233,167830,115359726,29.9574,2.3979,1.7935,-1,25.8103,-0.1641,-1.3383,-1,Zee
8234,173692,385188959,20.6358,-1.7229,1.6964,-1,11.4837,1.5233,-1.3241,1,Zmumu
8235,173406,227957798,27.1891,-0.6772,-1.2567,-1,49.4665,-2.4453,1.2327,1,Zee
8236,172952,359128921,38.6049,-2.1132,1.3478,-1,45.9656,-1.3924,-1.6615,1,Zee
8237,163817,688300089,36.2692,1.1246,2.7555,-1,44.3649,1.3604,-0.5945,-1,Zee
8238,173692,1220942498,27.9247,1.4355,1.0571,1,26.3932,-0.7843,-1.8089,-1,Zmumu
8239,166895,98514634,39.2306,-0.4692,2.1665,1,42.9833,-0.8084,-0.9358,-1,Zmumu
8240,173381,187504291,31.3016,-1.2341,-1.8595,-1,31.4174,0.5274,1.2399,1,Zmumu
8241,173692,529576218,57.8344,-1.4252,2.0032,-1,16.8304,0.5529,-0.3385,1,Zmumu
8242,163738,142833854,43.2996,1.4356,0.97,1,44.6849,1.0988,-2.1097,-1,Zee
8243,167807,1085503975,38.8379,-1.4816,2.9113,-1,26.9309,0.1853,-0.4164,1,Zmumu
8244,172163,299264692,55.9822,0.0677,-1.0731,-1,31.8299,-1.7838,1.3297,-1,Zee
8245,166438,217918633,37.3301,-1.0647,1.0368,-1,48.0269,-1.7458,-3.0196,1,Zee
8246,160957,90822101,43.6741,-2.137,-0.929,-1,55.9268,-2.2416,2.3965,1,Zmumu
8247,173198,79440255,46.4413,1.9235,0.6015,-1,47.2098,2.2647,2.8497,1,Zee
8248,173381,162422042,32.1142,-2.2364,2.1287,-1,32.0542,-0.3687,-1.5611,1,Zmumu
8249,163237,11919425,33.9446,2.1879,3.054,-1,33.8548,0.6783,-0.1089,1,Zee
8250,173692,517849821,37.4894,-2.0705,3.0196,-1,52.1246,-2.0951,-0.2051,1,Zmumu
8251,171446,201136089,38.0015,-0.9789,2.06,1,45.1015,0.6753,-0.9752,-1,Zee
8252,173381,170525773,29.9344,1.2239,0.046,-1,36.1464,-0.3964,3.1031,1,Zmumu
8253,163332,308033016,43.0661,0.2629,0.0399,1,52.7504,0.7016,-2.3159,-1,Zee
8254,172014,107978029,28.3389,0.2302,1.6095,1,28.9412,-1.2116,-1.5207,-1,Zee
8255,167102,291387482,39.6358,-1.258,-1.7198,-1,42.7907,-0.56,1.1829,1,Zmumu
8256,172952,572817831,68.5902,-1.1832,2.554,1,32.951,-0.052,-0.9269,-1,Zmumu
8257,166438,47048701,38.7421,1.9163,-0.7823,-1,31.4647,0.3114,2.3193,1,Zmumu
8258,173389,690813389,31.7923,-0.7436,2.5591,1,28.933,0.948,-0.6581,1,Zee
8259,173692,385661329,44.2805,0.4732,-0.6178,1,33.0556,-0.7067,2.7648,-1,Zmumu
8260,173381,221594718,37.758,0.4933,-2.6605,1,41.1069,0.2003,0.5909,-1,Zmumu
8261,173692,328319431,13.8886,1.188,1.0224,-1,31.348,-0.9913,-2.2773,1,Zmumu
8262,166438,213758121,26.715,0.3238,0.9907,-1,33.4134,2.364,-1.9605,-1,Zee
8263,167807,1127837772,38.5784,-0.593,2.8312,1,52.1217,0.8904,0.6263,-1,Zmumu
8264,163817,672280905,31.9353,2.144,1.4555,-1,38.8601,2.1144,-2.5852,1,Zee
8265,172163,191512896,43.0889,-1.0643,-2.5767,-1,39.714,-0.5771,0.7707,1,Zee
8266,166895,93993506,25.3841,1.7166,-2.4913,1,24.6237,-0.725,0.1837,-1,Zmumu
8267,173692,1213358205,40.8415,1.1707,2.9735,1,29.8411,-0.3844,-0.3684,-1,Zmumu
8268,173430,186735249,74.8211,-1.3844,2.0615,1,23.0082,-0.4501,-1.5705,-1,Zmumu
8269,172630,195012728,45.3629,0.4962,-2.1383,1,25.1833,2.2235,1.0559,1,Zee
8270,173198,77229728,41.0329,-0.5471,-2.6294,1,39.1114,0.8414,0.5679,-1,Zee
8271,173692,335649023,27.6596,1.5203,2.07,-1,30.718,-0.5487,-1.0903,1,Zmumu
8272,172163,182600886,37.6915,0.9181,0.6985,1,33.9229,-0.8582,-2.9795,1,Zee
8273,166784,69766426,30.0426,-2.3051,-2.2929,1,47.7376,-0.4159,1.1285,-1,Zmumu
8274,167102,288355704,34.2902,1.514,-1.3437,-1,35.3359,0.0588,2.0614,1,Zmumu
8275,172630,196020416,29.9727,-0.507,2.0269,-1,43.5858,0.8524,-0.8703,1,Zee
8276,165567,618542423,31.2866,2.2363,-0.9712,-1,72.65,2.2433,1.4611,1,Zee
8277,170759,331671202,28.9725,0.9535,-1.5655,1,32.0822,0.7656,1.5822,1,Zee
8278,172163,498224759,42.9452,-1.7651,1.7671,-1,37.6547,-0.4731,-1.0427,1,Zee
8279,166923,1132101,41.3681,-1.6555,-0.6477,-1,36.9923,-1.1374,1.2895,1,Zee
8280,172952,559978144,27.8917,1.1458,2.604,1,45.2191,-0.4046,0.0847,-1,Zmumu
8281,167830,340855304,31.7576,0.9174,0.3607,-1,37.5806,2.4267,-2.6822,1,Zee
8282,173406,196697087,40.412,-0.0355,2.1348,1,41.0015,0.2062,-0.921,-1,Zee
8283,173692,306166542,31.8098,-1.1663,0.1259,-1,53.7824,-2.154,2.9688,1,Zmumu
8284,173198,1057412498,39.4287,-1.9424,-2.0222,-1,56.9248,-2.2923,1.6131,1,Zee
8285,172952,360348922,34.5742,0.6215,-0.5173,-1,36.9729,1.9944,2.486,1,Zee
8286,172630,129641535,29.3898,1.8605,1.1871,1,27.988,0.4813,2.9309,-1,Zee
8287,166895,106945948,26.2456,1.7189,1.6059,-1,32.7142,-0.2379,-1.5068,1,Zmumu
8288,167830,115900069,33.6054,0.4496,1.6921,1,57.1519,-0.6273,-1.3035,1,Zee
8289,166701,687229018,39.7312,0.426,1.9271,-1,40.8131,-1.0187,-1.6053,1,Zmumu
8290,166438,217314626,26.8598,-0.7889,0.9978,1,40.7737,-0.6277,-2.1889,1,Zee
8291,160873,28485226,44.2668,-0.5188,0.8634,-1,38.8309,-1.9085,-1.8507,-1,Zee
8292,167102,281856664,32.1145,-1.8599,-2.505,-1,35.4269,-0.2126,0.6709,1,Zmumu
8293,163796,130340885,31.2687,-1.3298,0.7336,1,54.3003,-0.5093,-2.411,-1,Zmumu
8294,173692,581008562,17.6257,-0.9741,2.3768,-1,19.9954,1.6267,-1.0195,-1,Zmumu
8295,166701,676045290,36.6714,1.0242,-1.0015,1,53.0589,0.328,2.1004,-1,Zmumu
8296,163237,9921926,32.0356,-0.6732,-1.6725,-1,53.6415,-2.3718,1.3905,-1,Zee
8297,173381,185048999,26.0984,-1.1279,2.8025,-1,35.2812,0.1553,-0.1992,1,Zmumu
8298,160957,10514734,42.231,-2.0983,2.9177,1,43.3472,-1.326,-0.2741,-1,Zmumu
8299,166784,63526632,59.7666,-0.916,-1.447,-1,30.0053,-0.271,1.6494,1,Zmumu
8300,173692,384008208,25.4859,-1.2654,-0.5973,1,56.3514,-1.1565,2.0486,-1,Zmumu
8301,173692,529480736,43.7793,-1.8381,1.0489,-1,19.2949,0.4044,-2.0777,1,Zmumu
8302,173430,205894994,45.2888,-0.1107,-2.5296,1,49.1345,0.1804,0.2371,-1,Zmumu
8303,173692,1215498300,16.6534,-1.5019,1.6157,1,41.656,1.0378,-1.9569,-1,Zmumu
8304,166438,21150965,29.8853,2.0406,-1.8567,-1,28.0695,-0.0089,1.4074,1,Zmumu
8305,167098,246202871,43.0022,0.0215,2.9546,-1,29.5887,-1.3336,-0.1569,-1,Zee
8306,172802,316028965,26.4341,-1.9378,-2.9685,1,40.0674,-0.0804,-0.2137,-1,Zee
8307,160957,71868636,43.1441,-1.2672,-0.3575,-1,45.4553,-0.7691,2.6661,1,Zmumu
8308,165617,106643970,13.0397,-0.9958,-1.312,-1,22.7426,1.517,1.825,1,Zmumu
8309,172014,200136076,41.4558,2.0573,-2.9924,-1,48.7757,1.908,0.2532,1,Zee
8310,172952,404205490,43.9461,-0.2468,-0.7179,-1,45.7831,-0.6611,2.5727,1,Zee
8311,166033,480903287,53.3391,0.2709,0.7391,-1,36.1016,0.848,-2.3318,1,Zmumu
8312,167098,317529009,35.9273,-1.5955,3.0555,-1,45.4155,-1.2685,0.1083,1,Zee
8313,166895,468392164,30.7471,-1.4064,-2.9177,1,69.1597,-1.2789,0.7401,-1,Zmumu
8314,163589,21145815,42.0466,-0.9824,-2.7132,-1,48.5653,-0.6135,0.223,1,Zmumu
8315,172163,502081143,31.0825,-0.3301,0.5024,-1,44.081,-1.8883,-2.3977,1,Zee
8316,166890,249319406,29.9685,-2.1666,2.8371,1,44.6155,-2.1747,-0.5275,-1,Zee
8317,167913,14143650,34.6343,-1.1952,1.6003,1,30.9639,0.5052,-1.8396,-1,Zee
8318,165548,604414408,34.8405,-1.7681,-2.6463,-1,12.6088,0.5844,0.0629,-1,Zmumu
8319,167830,336397932,57.8468,0.6029,-2.7609,-1,28.6856,1.0842,-0.276,-1,Zee
8320,166049,193892802,31.7128,-1.8482,0.7101,1,48.9288,-0.8069,-2.4237,-1,Zee
8321,166438,297721018,42.4733,1.8482,-0.0669,1,42.1656,2.2294,2.809,-1,Zee
8322,171484,279581543,40.8104,0.9263,-2.8611,-1,50.3035,1.1345,0.3222,1,Zee
8323,167102,183459365,26.1778,0.2031,0.9644,1,34.99,2.1298,-2.2971,-1,Zee
8324,167740,105671581,41.6088,2.2607,2.1417,-1,52.2265,1.8457,-1.0164,1,Zee
8325,167830,118617581,46.1017,-0.6854,1.885,-1,34.1889,-1.2261,-1.8724,1,Zee
8326,167913,16658154,41.386,-0.3598,-2.639,1,38.5691,0.9932,0.9975,-1,Zee
8327,167830,340726264,34.6926,-0.0834,-3.0226,-1,70.4055,-0.0523,-0.6947,1,Zee
8328,163332,313501550,58.4044,-0.8681,2.4472,-1,34.1601,0.6944,-0.8893,1,Zee
8329,165617,156596105,58.8911,1.0941,0.6492,-1,34.91,1.0113,-2.6433,1,Zmumu
8330,171876,568972376,36.969,0.4425,-1.7952,-1,42.181,-0.8269,1.2863,1,Zee
8331,167830,348440761,43.6982,-1.3718,2.3565,1,39.4378,-0.8805,-0.8217,1,Zee
8332,173692,358347480,26.1931,-1.9995,-1.1617,1,27.929,0.261,2.1008,-1,Zmumu
8333,166033,474739961,35.5889,-1.4196,1.5435,-1,42.6326,-0.2473,-1.7905,1,Zmumu
8334,160957,145712025,62.6676,1.7294,-2.4203,-1,16.1782,0.2985,2.6099,1,Zmumu
8335,166784,126108563,44.5097,-2.0327,2.8041,1,40.859,-1.3352,-0.1341,-1,Zmumu
8336,167830,347417283,28.504,-1.4406,-0.7206,1,60.31,-2.1366,2.2007,-1,Zee
8337,167830,117814634,36.3662,1.6225,2.1625,1,41.0061,1.3216,-1.149,-1,Zee
8338,173381,255191739,45.6466,-1.5942,2.3157,1,68.3861,-0.5192,1.1007,-1,Zmumu
8339,166923,1705345,46.1035,-1.4044,-0.1133,-1,38.4237,-1.3417,2.9083,1,Zee
8340,166438,298376249,39.2496,1.0796,-1.4895,1,48.1399,0.3581,1.9095,-1,Zmumu
8341,166033,475189273,28.5587,-1.0166,-0.4859,1,26.3041,1.0744,2.3379,-1,Zmumu
8342,171876,569268843,26.5401,-1.0824,2.867,-1,27.1899,0.1773,-0.2727,1,Zee
8343,173692,356776484,40.6772,0.7595,-0.3526,1,40.5029,-0.14,2.7837,-1,Zmumu
